requests_per_minute,failed_logins,unique_paths,post_get_ratio,suspicious_keywords,label
69,0,10,0.39207364952096574,1,0
23,0,18,0.5915598620309458,0,0
73,3,13,0.6323756347067233,0,0
28,2,13,0.30782334900312686,1,0
60,1,2,0.09507790356837027,1,0
60,2,7,0.07093477639163144,1,0
39,0,13,0.45958543114137346,0,0
46,1,15,0.4079324484992919,1,0
75,1,17,0.20142075387345876,1,0
37,2,8,0.1273807434603519,1,0
48,3,4,0.11573629149373053,0,0
73,2,6,0.11087451403243219,1,0
14,0,10,0.6727744599630492,0,0
78,3,8,0.35059171856898813,0,0
57,1,18,0.4408441613949508,0,0
71,1,11,0.7728324111643217,1,0
39,1,4,0.15917780408470988,0,0
22,2,8,0.7660200823021827,1,0
78,3,18,0.32888540897577784,1,0
42,0,11,0.4034696468211991,1,0
57,0,2,0.1257276926313019,0,0
21,1,9,0.6145136515542045,0,0
13,0,13,0.7569010400127678,1,0
31,3,4,0.7147217135936992,1,0
39,0,9,0.2481995311144401,0,0
23,0,9,0.4031844772961516,0,0
10,0,4,0.6590505419370967,0,0
74,2,3,0.6235532982415609,1,0
49,1,19,0.12992695930072684,1,0
43,3,12,0.7121178894080815,1,0
53,0,18,0.7514009789327005,0,0
30,1,15,0.3597192569319569,1,0
14,0,14,0.3337474006331927,1,0
77,1,10,0.6042219460970115,0,0
12,1,16,0.506461954859755,0,0
23,0,13,0.23436668553103768,1,0
26,3,10,0.22801967591028327,1,0
27,0,12,0.3397271583303429,0,0
46,3,13,0.0500104080460491,0,0
34,0,19,0.5102705106506412,1,0
5,2,11,0.24482017120914262,1,0
9,0,4,0.3485331264540818,0,0
45,2,17,0.3544152246007876,1,0
59,0,19,0.09903828299642996,0,0
58,2,15,0.5615638564274803,1,0
12,1,18,0.5492581046656191,0,0
71,1,17,0.08382180395240212,1,0
49,0,17,0.4660297034178352,0,0
29,1,12,0.559266227417737,1,0
11,0,16,0.4445862943237871,1,0
17,3,8,0.3053616965982912,1,0
46,1,7,0.4209959679350853,0,0
79,1,9,0.17773669552695065,0,0
62,3,8,0.5877510196542544,0,0
74,0,18,0.383757529768272,1,0
74,2,4,0.6784261135422611,0,0
36,1,12,0.15946623991230097,0,0
54,3,2,0.6886328734040845,0,0
17,1,13,0.7469129958899933,1,0
43,2,2,0.6761681285543022,0,0
51,1,16,0.05163205218245075,0,0
6,0,14,0.14163962994246654,1,0
50,0,7,0.305213047879765,0,0
19,2,18,0.6184679587874979,1,0
58,0,15,0.7209494945593201,1,0
35,2,14,0.18831984718222405,0,0
69,0,13,0.633136210464175,0,0
22,2,16,0.3612027035933543,1,0
56,1,12,0.2309451004752892,1,0
28,3,3,0.30511505215615814,1,0
59,3,13,0.075797656088311,1,0
29,3,8,0.08674175007658454,0,0
72,2,19,0.5421501147856379,1,0
21,3,13,0.32411599251866835,1,0
17,2,7,0.4940619320570233,0,0
42,2,9,0.05840128988625347,1,0
10,1,14,0.10364938240694306,1,0
75,3,15,0.5875339345075723,0,0
25,2,5,0.7452222313293958,1,0
58,1,4,0.5141118598725773,0,0
76,1,18,0.6303659863759552,0,0
20,3,19,0.11758510110270216,0,0
17,3,5,0.05603406515170013,1,0
9,1,4,0.19960864111827453,0,0
12,3,2,0.6169151680047514,0,0
7,0,18,0.3881087742653275,0,0
72,2,13,0.3617454789064803,1,0
49,3,3,0.5876318360630568,1,0
69,0,11,0.17340627391618274,1,0
77,2,5,0.6602527389030678,1,0
36,3,10,0.5333890628651607,0,0
42,2,16,0.5172462311666864,0,0
11,3,8,0.320965436230627,1,0
77,1,19,0.6835926124695153,0,0
78,0,19,0.20916384370739682,0,0
77,1,11,0.2655127663801162,0,0
61,0,4,0.35199161794501027,1,0
62,0,11,0.4051643316334857,1,0
35,2,3,0.19896945618162937,1,0
5,0,4,0.6259430374840864,0,0
37,2,18,0.5880731849397527,0,0
35,0,6,0.33118399321751407,1,0
69,2,12,0.38889579176863376,0,0
45,1,16,0.31501543219154293,0,0
56,0,19,0.3432189625833815,1,0
45,3,10,0.5341914043803354,1,0
52,1,4,0.0580723067070462,1,0
47,2,13,0.6231170343891133,1,0
51,3,6,0.3326744511312379,0,0
76,1,19,0.7271678216531995,0,0
71,2,2,0.24849559630943086,1,0
54,2,16,0.3775560121927471,1,0
68,0,7,0.7927677175159183,0,0
51,3,15,0.24623786247489182,1,0
51,3,8,0.29217637816421366,0,0
22,3,12,0.7094485346024686,1,0
66,1,11,0.6425136790962663,0,0
71,0,18,0.17613320631088852,0,0
22,3,11,0.7877159288075074,0,0
20,3,12,0.611417145338571,1,0
30,0,5,0.11913330789296796,0,0
8,2,4,0.454200552578335,1,0
44,1,10,0.5538524450838076,0,0
44,1,9,0.7848266222609686,0,0
66,0,17,0.3479129381759976,0,0
23,1,12,0.43888983564733847,1,0
54,2,10,0.16018375526070489,1,0
46,2,3,0.41216007822748685,0,0
27,3,8,0.40044437825038104,1,0
41,1,5,0.17425704999782732,0,0
62,3,4,0.0567690717492557,0,0
78,0,12,0.3636712370128267,1,0
11,3,12,0.3718589199488021,1,0
27,0,17,0.18007073132299561,1,0
54,1,16,0.6344594208351242,0,0
29,2,12,0.0677438167346673,0,0
28,1,17,0.6560208384597604,0,0
50,2,4,0.3571728161612187,0,0
8,1,3,0.7693234271427449,0,0
42,3,10,0.38356838366854457,1,0
15,3,12,0.6515601308853496,1,0
26,0,19,0.3788524456730135,1,0
28,3,7,0.3849118289939412,0,0
71,0,10,0.2156071015872833,0,0
69,1,18,0.434247711691245,1,0
19,1,12,0.22034908911189038,1,0
17,2,10,0.36916628036914845,1,0
66,0,11,0.15176019739083152,0,0
40,0,18,0.26956933116738424,0,0
31,1,6,0.6328916028422717,0,0
57,0,10,0.25870029754031315,0,0
57,1,15,0.1904670169978338,0,0
22,2,6,0.658263875393515,1,0
9,3,4,0.47127707804892455,0,0
65,3,11,0.43520197132081334,1,0
35,0,3,0.6409091416948699,1,0
45,1,16,0.6397265891769619,0,0
48,1,4,0.0633878546858463,0,0
68,2,12,0.6924755654360666,1,0
31,0,4,0.7567032749346121,0,0
36,3,14,0.456821227223026,0,0
14,1,9,0.61524835430835,0,0
18,0,3,0.6522723819989036,0,0
50,2,11,0.08084244356586893,1,0
58,0,5,0.2723533757518017,0,0
71,3,5,0.5271488039063138,0,0
9,3,18,0.7856558364201508,0,0
26,1,8,0.5764726396683799,0,0
37,3,3,0.4450449890755784,1,0
54,2,8,0.11648024539766348,1,0
67,3,17,0.15281497625669388,1,0
39,3,13,0.40279135538375416,0,0
78,3,10,0.30695040686452496,1,0
16,1,12,0.32402508383454726,1,0
53,2,7,0.5026356494151082,1,0
56,2,16,0.7633132816701991,0,0
73,1,5,0.5369176370386993,0,0
12,0,10,0.32894888080915874,0,0
68,0,8,0.37460372300196804,0,0
13,2,12,0.5235461736830592,1,0
75,0,3,0.48325441926959606,0,0
46,1,3,0.4719078903911208,1,0
34,3,7,0.6762530665370245,0,0
35,3,4,0.11844577079775105,1,0
36,3,7,0.6829986753774026,0,0
50,3,2,0.401213866763736,1,0
77,1,19,0.627554598907829,0,0
31,1,16,0.4465891725004946,0,0
25,2,2,0.6789865685187996,1,0
30,1,8,0.763603898972821,1,0
36,2,12,0.4763195212372437,0,0
14,1,8,0.3557482533585868,1,0
56,0,6,0.14938805961028767,0,0
32,2,5,0.7058921911470406,1,0
44,3,11,0.6242983428526551,0,0
37,0,15,0.14946898163256972,1,0
5,3,11,0.7306328333107557,1,0
70,0,4,0.251672729251712,1,0
67,3,7,0.4801492308327234,1,0
53,0,6,0.6695522463284838,1,0
26,2,6,0.40170570717927784,0,0
40,3,18,0.75594845663935,1,0
7,3,5,0.29484112792923006,0,0
53,3,8,0.4942983634103742,1,0
37,3,13,0.0802888681900659,0,0
54,2,9,0.5803780055917693,0,0
23,0,13,0.6424721593617363,0,0
32,2,16,0.6621798440233165,0,0
79,3,14,0.5978922628934585,1,0
71,2,15,0.37066920409161047,0,0
60,1,15,0.7419404881377449,0,0
11,3,8,0.1673215022464547,1,0
57,1,12,0.09351786597060098,1,0
13,0,17,0.12152584823573627,1,0
25,2,14,0.7717230335357248,1,0
50,0,9,0.5370535633312226,1,0
60,2,18,0.5991066578685648,0,0
36,2,13,0.404563558334287,0,0
29,2,7,0.5449589661878048,1,0
40,1,19,0.7550493788097359,0,0
55,1,11,0.7959192156445957,0,0
68,2,4,0.1573913117481165,1,0
62,1,2,0.3201486586249947,1,0
19,2,18,0.24617366528148193,1,0
63,0,2,0.7917777983729577,0,0
16,0,11,0.4823161126414221,1,0
65,0,18,0.31130940901780907,1,0
30,3,19,0.5229830251957881,1,0
46,0,13,0.2638567082214557,0,0
30,1,17,0.31322483135268103,1,0
16,1,11,0.11205746792435291,1,0
42,3,16,0.4412432795359388,1,0
34,0,12,0.2403390479393801,1,0
9,3,10,0.17336164103181967,1,0
62,2,13,0.7152384912163534,0,0
24,0,13,0.21011057447754478,1,0
8,0,7,0.17785690650548253,0,0
51,0,6,0.6116211770710887,1,0
39,3,18,0.06322407157644801,0,0
69,2,9,0.3277582884073423,1,0
12,0,19,0.4904284671865503,1,0
50,1,6,0.6291045057086182,0,0
12,0,12,0.15203146770440396,1,0
32,0,3,0.6691209126202765,1,0
20,2,19,0.2967265484131142,0,0
69,3,6,0.4045889729121584,0,0
38,3,10,0.17925251549363025,0,0
56,0,19,0.793966855317296,1,0
47,3,16,0.617409564241099,0,0
55,3,18,0.2647479010053507,1,0
26,2,3,0.09743820440422231,0,0
31,1,11,0.13487876417714323,1,0
51,0,17,0.7149116174153932,0,0
28,0,8,0.4728398779074897,0,0
10,1,13,0.31900681384580176,1,0
37,2,8,0.6946086503799294,0,0
47,3,13,0.2730968621112295,0,0
36,3,15,0.60217136048885,1,0
78,2,5,0.7452285151038972,1,0
66,1,14,0.46664284988882415,1,0
30,2,3,0.16622173881850627,1,0
17,1,16,0.28211849417417517,0,0
55,0,9,0.6194905814815572,0,0
28,0,6,0.3185394194751566,0,0
32,3,17,0.5329495908042726,0,0
13,3,15,0.7063702721112612,1,0
27,0,19,0.6580851806156398,1,0
61,2,11,0.09827086684442148,1,0
34,1,15,0.3225006381122298,0,0
11,3,9,0.5682943080288583,1,0
42,0,10,0.45647780297863955,0,0
10,3,9,0.23241067603647653,1,0
35,2,5,0.30332627031623743,1,0
14,2,11,0.39934810928061076,1,0
36,0,13,0.601978527552804,1,0
14,0,2,0.5114352751289934,1,0
60,2,9,0.5975133554047996,1,0
74,1,3,0.7900407957521666,0,0
74,2,12,0.501446189614436,0,0
42,1,19,0.5587589331108734,1,0
55,1,8,0.34962094679283773,0,0
49,0,19,0.39425230809860906,1,0
57,0,2,0.2885849649516412,0,0
76,2,2,0.7204149036816994,0,0
71,0,13,0.3755984411271001,1,0
46,3,14,0.7009023939944573,0,0
40,3,2,0.06985968605629934,0,0
29,1,4,0.6034681513813147,1,0
13,3,19,0.3085180116699679,1,0
52,1,8,0.5180690044574543,1,0
70,2,12,0.3541929795939665,1,0
5,0,16,0.06389852065162567,1,0
28,2,11,0.6370078897607863,0,0
37,3,11,0.08175796176163423,0,0
75,3,2,0.31390565033248347,0,0
21,2,11,0.5721115602280578,1,0
7,0,7,0.527666482244953,1,0
65,0,12,0.7192028682432715,1,0
25,0,8,0.23883563575475292,0,0
49,0,15,0.7492886965112074,1,0
45,0,6,0.08567169529061285,1,0
7,2,18,0.6907931923551173,0,0
48,1,5,0.591641436578666,0,0
50,0,17,0.3235438075068917,0,0
48,2,15,0.6317871866137517,0,0
77,2,18,0.7814497104989419,1,0
55,1,13,0.31866775641252704,1,0
35,0,4,0.12578467464046733,0,0
7,0,13,0.5840137723812838,1,0
10,3,12,0.45898862678279023,0,0
63,3,9,0.6248489478596819,1,0
27,0,6,0.39675437890511595,1,0
12,0,10,0.7784934933799326,0,0
31,0,13,0.7865456027760899,0,0
11,1,19,0.3482124724314731,0,0
65,3,6,0.7618015135899884,1,0
29,0,19,0.7004480513422011,1,0
28,0,16,0.6105238093792326,1,0
14,1,13,0.30253737044654877,1,0
5,1,18,0.5534736755069669,0,0
64,1,7,0.4801309458939917,0,0
8,1,2,0.4045297478446464,0,0
69,1,19,0.38240878244851567,0,0
5,2,2,0.18584547034699478,0,0
74,1,16,0.5841824054321564,0,0
45,3,15,0.06069294108520214,0,0
5,2,11,0.531008994215281,0,0
42,1,14,0.3723107734153908,1,0
6,1,17,0.3058805269773422,1,0
5,3,11,0.3043948855484218,1,0
65,1,2,0.28306546561242896,1,0
35,3,9,0.4903372525166196,0,0
30,3,4,0.36570448032779046,0,0
78,2,3,0.49503043022241433,1,0
18,2,18,0.6381470210127496,0,0
76,1,12,0.3811751282071544,1,0
68,1,7,0.28483942352191854,1,0
16,3,13,0.31771308266736814,1,0
27,1,19,0.6972193003428222,1,0
13,2,3,0.5627521999491054,0,0
59,2,7,0.7774075889172635,0,0
12,2,15,0.4683977114785008,0,0
16,2,16,0.6368862623959267,0,0
15,1,3,0.5736130373939166,1,0
52,2,4,0.4302724969369296,0,0
66,0,11,0.15853288311120567,0,0
15,1,12,0.6844948960672727,1,0
68,0,8,0.5445965365561346,1,0
26,2,2,0.15210892467801868,0,0
18,0,16,0.05355296344928033,0,0
79,0,4,0.4171885918243702,0,0
54,3,14,0.1512778095221346,0,0
33,1,9,0.22816303913108216,0,0
54,3,9,0.20956926107950985,0,0
22,3,7,0.4544537412499849,0,0
58,0,5,0.3825976449671516,1,0
50,0,18,0.5057295625234804,0,0
21,3,18,0.39303618807802426,1,0
44,3,19,0.711273212150378,0,0
73,1,7,0.3091314611963532,1,0
6,3,17,0.60820166978751,0,0
51,3,17,0.6772331165597794,1,0
68,3,6,0.5828673622637511,1,0
8,0,17,0.734151894407612,1,0
55,1,9,0.153714153536671,0,0
7,0,6,0.3176086874335035,1,0
5,0,15,0.4391894796709456,0,0
55,1,2,0.680510530864812,0,0
12,0,5,0.729670440953186,0,0
21,1,13,0.062170285807245165,0,0
59,1,7,0.7997089506113475,0,0
44,1,8,0.6166970765785751,1,0
47,0,13,0.40810253676609637,1,0
44,2,18,0.175297447972237,0,0
62,0,5,0.7079325885302341,1,0
64,1,8,0.09869307279814508,1,0
30,3,13,0.1965764005045849,1,0
40,1,14,0.6390610777749628,0,0
31,1,12,0.7907787708130648,1,0
63,1,2,0.7950367108245038,0,0
35,1,12,0.28776400993479473,1,0
25,1,13,0.24588238649651062,0,0
41,3,12,0.32853376160031156,0,0
35,3,17,0.11479578713862011,1,0
30,0,16,0.2394802727351849,0,0
31,2,2,0.3667472675541548,0,0
8,3,4,0.5877194423580437,1,0
26,1,7,0.11175211317172463,0,0
51,3,14,0.20707073591065117,0,0
10,1,13,0.08504814654567354,1,0
49,1,11,0.0883970276913802,0,0
19,1,5,0.5403628916284992,1,0
45,1,15,0.3041579060809903,1,0
38,3,10,0.17520917048694828,0,0
71,2,19,0.39080161778252404,1,0
66,0,13,0.4558257262570388,1,0
37,1,6,0.06568679278035884,1,0
53,2,4,0.7008738731065242,0,0
41,3,15,0.49311179086601103,0,0
40,3,4,0.7962745531564764,0,0
15,0,9,0.44964756511986426,1,0
76,1,5,0.6597777185866001,0,0
33,3,5,0.13331585141569918,0,0
24,0,16,0.3990916500523209,0,0
49,1,11,0.3416697919052479,1,0
67,1,7,0.5364556065835353,1,0
77,3,11,0.10489461318736425,0,0
42,2,18,0.4729048212596727,1,0
70,1,19,0.7240069321005949,1,0
30,0,13,0.5623962910462974,0,0
42,2,12,0.12753417504237446,0,0
61,2,2,0.12888996706517997,0,0
44,0,14,0.5153858321044196,1,0
51,3,16,0.7774265361227284,0,0
45,1,14,0.07067707558889082,1,0
56,0,11,0.08182604945505777,0,0
41,2,6,0.7300265332381113,0,0
33,0,4,0.3845427670708556,0,0
43,0,7,0.3113381220157835,1,0
25,2,18,0.09618142922365679,0,0
70,3,17,0.4855293967094552,1,0
38,0,10,0.793303040334505,1,0
20,2,10,0.6207333941692867,1,0
54,3,9,0.7834009863666027,1,0
9,1,10,0.39580118061452446,0,0
14,1,11,0.4715190501517917,1,0
47,0,8,0.11845436801621594,1,0
67,3,6,0.3052720414965608,1,0
57,3,19,0.6885690580875944,1,0
47,1,9,0.5993328242665155,0,0
62,3,2,0.19143837891289794,1,0
19,3,8,0.5951129501754467,0,0
36,2,10,0.6375784927371241,0,0
27,3,16,0.23879892052817658,0,0
46,2,15,0.2028993509902124,0,0
10,0,19,0.1014914694939179,0,0
47,0,5,0.3480927219535241,1,0
78,2,13,0.5638283162108693,1,0
39,0,17,0.09091786467500056,0,0
53,1,19,0.5230304700572377,0,0
55,3,15,0.3853393888751531,0,0
68,1,7,0.3385740651288485,1,0
77,1,3,0.2055845075041809,0,0
20,1,17,0.5033363569868912,1,0
78,2,2,0.7786211553479837,0,0
19,2,19,0.5644430692929212,0,0
19,3,5,0.6889794114315623,0,0
33,1,12,0.7593647432634071,0,0
75,3,7,0.24967515211162877,1,0
34,0,9,0.5139507372382699,0,0
55,2,10,0.0732581090109624,1,0
7,3,15,0.3033054139635269,1,0
29,2,8,0.5314373555770917,1,0
33,2,3,0.7035060953264032,0,0
5,2,17,0.7651117504058118,0,0
70,2,9,0.6039396944480724,1,0
11,1,10,0.31931076411188936,1,0
49,3,16,0.15276603975056624,1,0
11,0,3,0.5307269244443089,1,0
37,0,12,0.3196350587996584,0,0
76,3,9,0.10410042829627798,0,0
62,0,19,0.10484980623101735,1,0
39,0,11,0.6350734321350112,0,0
71,1,15,0.6178854013592541,0,0
36,3,9,0.21908561395715137,1,0
78,0,17,0.12962579258028922,0,0
57,2,8,0.5409802923694815,1,0
22,1,9,0.6363405958217909,0,0
69,0,17,0.6968365101810696,0,0
42,1,6,0.38418882207294364,1,0
29,0,15,0.7652499240412511,0,0
21,0,5,0.32956126606483244,0,0
30,0,3,0.15168164625663644,0,0
30,3,8,0.7288985046830427,1,0
26,3,11,0.496226204253599,1,0
15,0,2,0.6494646930845988,1,0
57,1,6,0.12063830688353754,1,0
69,0,3,0.21522135275348397,0,0
8,1,18,0.5969268780065384,1,0
21,0,12,0.3160281287578008,1,0
39,2,15,0.7638359175460913,0,0
41,3,19,0.16971994161899456,1,0
72,1,6,0.38405834574310344,0,0
5,2,16,0.6149304638499066,1,0
45,1,2,0.1595710342205307,1,0
26,0,15,0.6722798165589493,1,0
17,0,11,0.7238750315441511,0,0
53,3,2,0.21550297388204248,0,0
35,2,17,0.48475189165510163,0,0
35,3,7,0.5848870939428212,0,0
52,1,6,0.10033619775142023,0,0
44,2,9,0.16522152632710896,1,0
31,2,14,0.6634895679467949,0,0
58,1,4,0.5498602151417771,0,0
15,1,12,0.14260806192862313,0,0
59,2,11,0.5124501658911357,1,0
5,3,2,0.7463582971547942,1,0
20,3,3,0.519350899677454,0,0
8,1,10,0.6942137750955868,0,0
54,3,19,0.07126713065368999,0,0
32,1,4,0.07421896197535714,0,0
19,1,12,0.3319925184853821,1,0
8,0,17,0.11795189172248542,0,0
56,2,19,0.7026162655851673,1,0
45,0,13,0.505464253873287,1,0
55,1,6,0.09082419383992572,0,0
40,2,14,0.43269416670062777,1,0
51,0,13,0.23135498906689594,1,0
10,1,13,0.717494658737989,1,0
70,1,6,0.49871015844212113,1,0
38,0,6,0.5650688438600754,0,0
27,1,7,0.6458746484055067,1,0
72,3,14,0.6179185489608812,0,0
5,0,4,0.39504304494101267,1,0
30,0,18,0.5863279183608652,0,0
53,0,4,0.48926994135916385,1,0
53,3,2,0.07294853543022893,1,0
27,3,12,0.34923363086413967,0,0
13,0,4,0.6112445361122578,0,0
5,1,9,0.6468561810799245,1,0
70,2,3,0.29208245085885737,1,0
15,2,19,0.3998205875364236,1,0
7,0,16,0.48771875964072003,0,0
62,3,7,0.20475842709501935,1,0
39,2,2,0.48144630933243365,0,0
43,1,17,0.7299210454895416,1,0
54,1,6,0.5372255178303829,1,0
34,1,11,0.522418556840926,0,0
32,0,8,0.768368626074868,0,0
36,1,16,0.19323186120263758,1,0
66,1,18,0.4544881109496407,1,0
49,3,12,0.657763270655862,1,0
68,2,15,0.33380062582853237,0,0
75,3,4,0.48948393630399495,1,0
11,3,9,0.18818868017726192,0,0
13,1,6,0.6939606733376689,0,0
58,0,9,0.5980534321056774,0,0
51,2,6,0.6992517451885486,0,0
19,3,14,0.24887025812598695,0,0
52,0,10,0.09134084234830599,1,0
38,0,16,0.4416264927083609,1,0
11,3,11,0.42830597658712233,1,0
77,1,3,0.34115033218853075,1,0
44,1,17,0.17633548282243344,1,0
63,2,7,0.6552478522037277,0,0
11,2,6,0.794491921294532,0,0
68,1,8,0.5441881665539485,1,0
29,2,17,0.09666281505640391,1,0
28,0,2,0.5778412532177633,0,0
22,2,5,0.6512856261936597,0,0
6,0,17,0.22315465665080403,1,0
63,3,12,0.30444017892618086,1,0
43,3,10,0.3851142420288985,1,0
39,0,11,0.08849332165811259,0,0
72,3,6,0.44058317769548655,0,0
35,2,7,0.15813569429353425,0,0
69,1,15,0.20092658996829288,1,0
45,2,14,0.30031664850714307,1,0
55,2,11,0.5479084803705092,0,0
41,2,11,0.20251968418399607,0,0
43,0,7,0.19551470787801345,0,0
48,1,3,0.23238019286920197,0,0
11,0,4,0.6874374123852908,0,0
29,2,8,0.4343010958525087,1,0
68,2,14,0.180798541887905,0,0
67,1,18,0.5074684213486979,1,0
17,3,11,0.34268205451435757,0,0
22,2,7,0.2325120034607382,0,0
15,0,17,0.5956676253870046,1,0
76,0,8,0.22167193300650034,0,0
34,0,18,0.7238821859592288,1,0
9,3,16,0.2098463510219476,0,0
32,3,2,0.197001515810296,1,0
25,3,16,0.68472094912573,0,0
65,0,8,0.4765549975642519,1,0
9,0,5,0.45768089973463716,1,0
75,1,5,0.7062764028020341,0,0
68,3,5,0.14145652074181392,1,0
65,3,19,0.3974915618873926,1,0
59,0,17,0.2283511597457049,1,0
28,3,9,0.18458524264127263,1,0
13,3,8,0.0716612512970848,0,0
75,2,10,0.3052215998854057,1,0
9,3,17,0.2745779244860594,1,0
43,3,7,0.6870651592278909,1,0
42,3,19,0.2923383189185202,1,0
57,2,7,0.7463360268812654,1,0
35,0,6,0.4483806868285762,1,0
38,3,2,0.1388276881858716,0,0
53,0,14,0.5112259741315359,1,0
28,2,9,0.5240710130179016,1,0
67,2,3,0.2457681907140305,1,0
13,1,19,0.5093583165264757,1,0
64,0,12,0.43833364788807366,1,0
74,0,5,0.603627965769474,1,0
41,1,7,0.43405351740311493,0,0
30,1,4,0.29679579389601246,1,0
40,0,7,0.624570477605005,1,0
42,1,16,0.559176872980339,0,0
78,2,8,0.7078410289960303,0,0
53,3,11,0.47616066442703997,1,0
70,1,16,0.5576592994700241,0,0
28,2,4,0.3064191559227649,1,0
50,0,17,0.5369376490452274,1,0
42,2,11,0.7164394666136913,0,0
33,2,5,0.18058539313271232,1,0
66,2,14,0.524707003145445,1,0
39,1,16,0.4888485684550135,0,0
7,2,16,0.3091800488875663,1,0
66,3,10,0.6957042353058178,0,0
74,2,15,0.14000400270283037,0,0
19,0,11,0.7343109937983855,0,0
41,0,16,0.5426861702887755,1,0
59,2,13,0.38183064700728814,0,0
18,2,17,0.20952513756752644,0,0
41,3,5,0.29400100389270056,1,0
25,3,4,0.3233279238087903,1,0
52,1,6,0.07835299266738678,1,0
72,1,7,0.27743013151961715,1,0
41,3,4,0.4374091874511042,1,0
60,1,3,0.23869470393318504,1,0
35,3,11,0.7212745668877656,1,0
76,1,14,0.5662216565172598,1,0
18,1,9,0.2212726443681089,1,0
36,0,6,0.5213959565722804,0,0
68,0,4,0.4514390287315391,1,0
55,3,9,0.578187944603702,0,0
65,0,9,0.19940463965446292,1,0
29,0,7,0.5124235830406109,0,0
9,1,15,0.5127118518125229,0,0
35,3,18,0.42928999398992884,0,0
35,2,14,0.3305450195866758,1,0
54,1,4,0.27401416399736145,1,0
79,2,14,0.15236304219893665,1,0
68,3,16,0.3145335745812235,0,0
46,3,18,0.3975491574784426,0,0
20,0,15,0.5483165928445097,0,0
19,2,5,0.1441679077773716,1,0
48,3,4,0.13232081848938299,1,0
60,1,9,0.6436434496327257,1,0
33,2,14,0.47967630085050056,1,0
62,2,19,0.5940374469397985,0,0
61,3,5,0.09549170776965894,0,0
10,2,12,0.5844638320232494,0,0
12,1,6,0.37984689833027707,0,0
78,1,13,0.6577016976446577,1,0
63,2,16,0.677746264524673,1,0
67,3,6,0.27371400203297486,0,0
75,1,14,0.4513721357215847,1,0
16,1,13,0.06110297264103036,1,0
63,1,17,0.17376606573887654,1,0
61,1,10,0.5748339679619675,0,0
24,2,9,0.10981203922808695,0,0
59,1,11,0.32458611004073185,1,0
7,3,13,0.5802362590567655,0,0
53,1,12,0.7124623675306344,1,0
79,3,12,0.22167824723552898,0,0
72,0,5,0.18278700412829235,0,0
60,0,12,0.4355102643981591,0,0
39,3,12,0.7641752772993402,0,0
58,1,16,0.645045409177441,0,0
16,1,9,0.0859931630627686,1,0
29,0,7,0.5776369887462194,1,0
38,1,3,0.367194364760735,1,0
19,0,9,0.3867280429314377,1,0
59,0,8,0.22477404543512558,0,0
41,3,6,0.47400692442288134,1,0
72,1,4,0.7368429419710277,0,0
